Endurance_meters,Sprint10m_seconds,Flying20m_seconds,Agility_seconds,CMJ_cm,Squat_BW_multiple,StrengthBW_multiple,BodyFat_percent,PlayerPosition,TrainingStatus,FitnessOutput
1455,2.053,3.077,9.002,61.3,1.36,1.1,11.3,FW,Not Completed,Unfit
1431.8,1.723,2.617,9.327,49.7,1.32,1.15,9.2,DF,Not Completed,Unfit
981.8,1.908,3.124,9.104,59.5,1.46,1.25,4,MF,Completed,Unfit
1352.8,1.671,2.415,9.531,56.5,1.75,1.12,14.2,GK,Partial,Unfit
1568.4,1.965,3.048,9.672,48.5,1.83,1.03,17.1,GK,Partial,Unfit
1246.7,1.867,2.989,9.263,48.8,1.73,1.96,7.7,GK,Completed,Unfit
1092.6,1.767,2.915,9.985,53.9,2.03,1.36,7.2,DF,Not Completed,Fit
1326.3,2.024,3.028,9.634,61.3,1.21,1.66,7.6,FW,Partial,Unfit
1532.6,2.098,2.736,9.204,49.6,1.22,1.09,6.9,GK,Not Completed,Unfit
1712.1,2.052,2.414,10.649,48,1.92,1.51,11.9,GK,Completed,Unfit
1512.1,1.805,2.632,9.094,52.8,1.32,1.52,10.2,MF,Completed,Fit
1572.2,17.47,2.894,8.482,57.6,1.97,1.04,9.9,DF,Completed,Unfit
1419.4,1.666,3.011,9.778,49,2.37,1.72,10.2,MF,Partial,Unfit
1201.5,1.849,2.808,9.837,49.6,1.79,1.33,12,DF,Completed,Unfit
1228.7,1.751,2.775,9.839,59,1.77,1.62,11.7,DF,Completed,Fit
959.4,1.782,2.729,9.125,68.3,1.58,1.56,8.8,GK,Completed,Unfit
1316.5,1.824,2.809,8.445,53.4,1.95,1.63,8.2,DF,Not Completed,Fit
1212,2.025,2.588,9.491,52,1.71,1.19,11.8,DF,Completed,Unfit
1192.1,,3.217,9.849,45.5,2.04,1.09,12.9,FW,Not Completed,Unfit
1822.8,1.602,3.242,8.981,51.7,1.92,1.34,10.9,DF,Partial,Unfit
12989,2.138,3.207,8.798,56.8,1.86,1.23,11.2,DF,Not Completed,Unfit
689,1.929,2.974,,33.1,1.5,1.23,12,MF,Partial,Unfit
1185,1.981,2.644,8.16,62.3,1.44,1.32,10.5,MF,Not Completed,Fit
993.6,2.077,2.568,8.376,54.7,2.14,1.41,9.7,GK,Completed,Unfit
1077,1.713,2.758,10.294,59.3,1.72,1.46,7.5,DF,Completed,Fit
1936.2,1.911,2.986,8.876,74.2,1.99,1.12,9.6,FW,Not Completed,Unfit
1229.5,1.728,2.873,9.743,,1.92,1.23,12.8,MF,Not Completed,Fit
1553.8,1.877,3.109,8.764,61.6,1.94,1.31,11.8,FW,Not Completed,Unfit
792.3,1.987,3.259,9.833,53.8,1.54,1.52,11.4,MF,Partial,Unfit
1058.3,1.74,2.511,9.772,78.2,1.5,1.16,7.8,GK,Not Completed,Unfit
1124.8,2.068,2.716,9.244,55.1,1.88,1.08,4,DF,Partial,Unfit
1596.2,1.689,2.95,9.24,58.1,1.37,1.42,10.5,DF,Not Completed,Fit
1542.9,2.03,2.813,9.098,65.4,1.71,1.6,8.5,GK,Not Completed,Unfit
822.2,1.738,2.268,9.764,54.2,1.53,1.74,8.7,MF,Not Completed,Unfit
1332.3,1.863,2.453,10.508,,1.68,1.42,10.9,MF,Partial,Unfit
732.8,1.736,2.826,9.818,56.4,1.97,1.49,6.4,FW,Partial,Unfit
1437.1,2.145,2.794,9.566,48.8,1.9,1.2,14.4,GK,Not Completed,Unfit
1752.8,1.808,3.061,10.286,41.9,1.46,1.57,14.6,MF,Not Completed,Unfit
949.6,1.761,2.528,10.5,45.7,2.03,1.51,10.9,DF,Not Completed,Unfit
1573.7,1.909,3.106,10.544,54.9,1.99,1.41,9.2,MF,Not Completed,Unfit
1303.4,1.647,2.926,9.19,57.3,1.99,1.03,14.1,GK,Partial,Unfit
1581.6,1.934,3.065,8.61,57.9,1.5,0.95,10.7,MF,Completed,Unfit
1524.5,1.913,3.146,8.765,80.6,1.43,1.87,8.2,DF,Partial,Unfit
1554.8,1.847,,9.452,60.7,1.49,0.77,7.8,DF,Partial,Unfit
840.3,1.916,3.147,10.453,45.3,1.32,1.74,4.4,DF,Not Completed,Unfit
963.7,2.074,2.703,10.159,42.7,1.09,1.56,14.1,GK,Completed,Unfit
964.9,1.401,2.393,8.749,39.7,1.43,1.14,6.3,DF,Partial,Unfit
1598.9,1.818,2.713,10.119,31.5,1.77,1.04,11.5,MF,Partial,Unfit
1530,2.017,3.175,10.15,61.8,1.69,1.9,11.4,FW,Not Completed,Unfit
,2.036,2.552,9.882,51.9,1.71,1.66,11.9,FW,Completed,Unfit
1222.8,1.691,3.139,8.73,65.4,2.35,1.2,12.5,DF,Completed,Unfit
1549.7,1.888,3.222,9.996,58.3,1.84,1.32,5.5,DF,Not Completed,Unfit
1607,1.827,2.427,9.48,48.4,1.96,1,12.6,GK,Partial,Unfit
1234,1.969,2.591,9.873,59.6,1.24,1.59,7.4,GK,Not Completed,Unfit
1317.2,1.658,3.078,10.335,46,2.27,1.38,15.3,DF,Completed,Unfit
1082.8,1.912,2.562,9.995,62.5,2.2,1.52,7.4,MF,Partial,Fit
1603.1,2.105,2.904,9.932,58.2,2.22,1.36,10.4,FW,Not Completed,Unfit
1473.6,1.569,2.734,9.946,44.6,1.58,1.39,6.2,MF,Not Completed,Unfit
1032.7,1.894,3.329,10.942,55.2,1.82,1.46,6.1,GK,Partial,Unfit
1376.6,1.769,3.008,8.906,76.5,1.44,1.6,9.8,MF,Completed,Fit
1763.8,1.773,2.814,9.477,45.9,1.82,1.55,4.4,GK,Partial,Unfit
1169.5,1.427,2.814,,57.8,1.21,1.53,10.7,MF,Completed,Unfit
1265.8,1.881,3.052,10.915,33.6,1.57,1.34,13.9,GK,Not Completed,Unfit
896.1,1.763,2.842,9.301,59.9,1.99,1.85,7.5,FW,Completed,Unfit
1066.8,1.72,2.525,9.814,50,1.68,0.79,9.8,DF,Completed,Unfit
1481.1,1.739,2.704,9.321,54.3,1.77,1.38,9.1,DF,Not Completed,Fit
1186.1,1.964,2.952,9.94,43.6,1.75,1.21,4.3,DF,Partial,Unfit
1371.6,1.721,3.078,9.237,57.4,1.02,1.79,9,MF,Completed,Unfit
1375.8,2.009,2.731,10.226,47.8,1.64,1.13,10.4,DF,Partial,Unfit
1301,1.899,3.056,10.575,57,1.55,1.28,14.8,GK,Not Completed,Unfit
11390,1.495,2.981,9.078,35.4,1.94,1.44,16.9,DF,Completed,Unfit
1197.5,1.722,2.783,9.66,41.2,2,1.33,7.1,MF,Partial,Unfit
1435,1.703,2.666,,61.4,1.97,1.48,7.8,FW,Partial,Fit
1024.8,2.043,2.596,10.652,65.8,1.67,1.53,6,MF,Partial,Unfit
1121.1,1.959,2.891,,50.2,1.85,1.22,12.9,MF,Not Completed,Fit
1423.8,1.715,2.823,10.652,48.1,1.91,1.18,9.1,FW,Completed,Unfit
1451.2,1.621,3.181,9.882,58.9,2.32,1.43,11.1,FW,Partial,Unfit
1309.6,1.733,2.962,10.586,53.3,1.64,1.21,12.4,DF,Partial,Unfit
1903.2,1.699,2.81,10.402,56.2,1.98,1.51,4,GK,Completed,Fit
1027.3,1.735,3.113,10.058,57.8,2.01,1.38,7.2,FW,Completed,Unfit
1200.5,18.75,3.043,8.9,53.8,1.88,1.32,10.1,GK,Completed,Fit
1412.1,1.795,2.662,11.739,55.3,1.53,1.03,10.9,MF,Completed,Unfit
793.7,2.013,2.856,8.851,47.7,1.72,1.59,7.3,GK,Completed,Unfit
1330.9,1.855,2.714,8.742,42.8,1.12,1.38,11.2,GK,Completed,Unfit
1414.5,1.673,3.293,10.023,,2.14,1.32,11,GK,Partial,Unfit
1346.7,1.763,3.231,9.14,56.8,2.04,1.32,11.5,GK,Not Completed,Unfit
1740.5,1.791,2.7,9.526,60,1.33,1.58,17,DF,Completed,Unfit
1199.4,1.712,3.292,9.11,64.8,2.36,1.58,6,MF,Completed,Unfit
1001.5,1.749,3.034,9.175,47.5,1.49,1.39,6.3,MF,Completed,Unfit
1904,1.784,2.938,8.489,36.2,1.86,1.55,4,FW,Not Completed,Unfit
1010.7,2.046,,10.275,61.6,1.75,1.76,9.7,FW,Completed,Unfit
1411.8,2.149,2.516,9.466,36.7,1.78,1.32,11.8,DF,Completed,Unfit
1333.8,1.809,3.167,9.976,59.4,1.58,1.16,9.1,GK,Partial,Unfit
1525.1,1.733,2.779,10.698,44.7,1.85,1.52,7.8,DF,Completed,Unfit
1148.8,1.983,2.862,10.633,41.2,1.6,1.44,8,DF,Partial,Unfit
1501,2.249,2.941,9.216,39.3,1.44,1.98,4.9,FW,Partial,Unfit
1079.4,1.941,2.842,9.876,64.4,1.59,1.44,11,GK,Completed,Fit
1056.7,1.675,3.027,9.885,53,1.45,1.52,11.2,DF,Completed,Fit
1643.8,2.169,3.08,9.438,57.8,1.65,1.53,6.4,FW,Partial,Unfit
1124.5,2.049,2.548,10.473,56.2,2.11,1.64,14.7,GK,Partial,Unfit
1530.1,,2.417,10.75,26.6,1.73,1.46,9,FW,Not Completed,Unfit
1434.2,1.905,2.742,8.751,59.9,1.69,1.47,6.4,FW,Partial,Fit
1414.6,1.808,,9.083,54,1.58,1.45,11.1,FW,Completed,Unfit
1387.3,1.966,2.774,9.955,61.1,1.83,1.44,10.5,MF,Partial,Fit
1586.5,1.913,2.64,8.533,53.2,1.22,1.58,12.2,FW,Not Completed,Unfit
1032.2,1.768,3.156,10.233,59.3,1.49,1.1,11,MF,Not Completed,Unfit
946.9,1.972,3.005,10.307,61.3,1.96,1.01,10.4,DF,Partial,Unfit
1211.4,2.044,3.009,,61.1,1.76,1.65,15,DF,Completed,Unfit
1397.8,2.032,2.936,7.609,51.9,1.58,1.78,4,MF,Not Completed,Unfit
1271.3,1.932,2.882,9.088,59.1,1.6,1.37,12.5,GK,Partial,Fit
1409.4,2.036,2.97,8.071,72.2,1.56,1.51,6.9,FW,Completed,Unfit
1201.6,1.758,2.953,10.671,54.2,1.84,1.47,9.7,MF,Partial,Unfit
1286.8,1.863,3.388,9.536,64.7,1.64,1.66,14.8,FW,Partial,Unfit
1579.8,1.938,3.313,9.803,49,1.22,1.23,12.8,FW,Completed,Unfit
1600.3,1.967,2.75,9.934,63.6,1.63,1.08,7.1,GK,Completed,Unfit
1446.8,1.751,3.131,9.054,45.1,1.74,1.41,9.3,GK,Completed,Unfit
1066.9,1.823,2.639,9.421,70,1.63,0.99,13.7,MF,Partial,Unfit
1463.6,2.041,3.11,9.772,48.6,1.95,1.66,8.8,FW,Partial,Unfit
1214.8,1.962,2.769,9.706,66.7,1.93,1.37,12.9,MF,Completed,Fit
1237.4,1.967,3.018,10.178,64.6,1.39,1.39,7,GK,Partial,Fit
1473.5,1.835,3.244,9.078,63.3,2.22,1.71,9.7,FW,Completed,Unfit
1156.6,1.585,2.804,10.328,58.2,1.43,1.5,7,GK,Completed,Fit
1031.9,2.053,2.91,9.437,63.4,1.9,0.98,8.9,DF,Not Completed,Unfit
1561,2.217,2.956,9.442,55.9,1.42,1.4,7.5,FW,Completed,Unfit
950.3,1.896,3.015,10.591,58.6,1.89,1.23,12.3,GK,Completed,Unfit
819.6,1.4,2.707,10.484,60,1.94,1.2,8.9,GK,Completed,Unfit
1232.2,2.132,2.639,9.741,62,1.71,1.52,13.5,FW,Partial,Unfit
1544.5,1.681,2.606,9.446,61.1,1.35,1.14,10.1,GK,Partial,Unfit
1083.6,2.009,3.385,10.01,67.3,1.56,1.14,9.6,FW,Completed,Unfit
1392.1,2.197,3.207,9.388,73.9,1.72,1.33,10.7,MF,Not Completed,Unfit
794,1.719,3.122,9.577,49.8,1.7,1.48,8.6,MF,Partial,Unfit
1382.7,1.703,2.987,10.41,44.5,1.55,1.71,4,FW,Partial,Unfit
1544,1.751,2.902,9.072,30.4,1.73,1.73,12.9,FW,Completed,Unfit
1140.1,1.911,2.762,9.182,55.8,1.13,1.62,14.3,GK,Not Completed,Unfit
911.4,2.115,2.431,10.345,61.2,1.96,1.3,11.7,GK,Partial,Unfit
1542.7,1.877,2.704,9.398,59.5,1.97,0.97,4,DF,Completed,Unfit
1193.1,1.943,2.943,9.705,55.3,1.51,1.2,6.9,FW,Partial,Unfit
1432.8,1.876,2.704,9.522,49.1,1.73,1.34,9.7,FW,Partial,Unfit
1126.2,1.567,2.557,94.17,54.4,1.58,1.64,11.5,FW,Completed,Fit
1415.7,1.893,3.156,9.904,40.3,1.75,1.38,8.5,GK,Completed,Unfit
1211.8,1.886,2.737,8.368,60.9,2.01,1.54,12.8,FW,Completed,Fit
1907.8,1.707,3.125,8.9,57.6,1.64,1.52,7.4,GK,Partial,Unfit
956,1.75,2.635,8.686,54.6,1.86,1.43,11.5,DF,Not Completed,Unfit
1043.8,1.845,2.802,8.896,57,1.67,1.3,10.6,GK,Not Completed,Fit
934.1,2.018,2.842,9.086,47.6,1.99,1.23,11.1,MF,Not Completed,Unfit
1412.6,1.587,2.816,9.748,70.1,1.41,1.04,11,FW,Partial,Unfit
1380.6,1.837,2.574,9.465,52.2,1.98,1.6,12.6,DF,Partial,Fit
940.5,1.893,3.12,9.239,28.6,1.58,1.04,6.7,DF,Not Completed,Unfit
1248,1.953,3.1,10.367,303,1.86,1.31,13.2,GK,Completed,Unfit
1368.6,1.708,2.633,8.069,75.6,1.42,1.56,9.4,DF,Not Completed,Fit
1324.2,2.092,2.907,9.838,54.1,1.69,1.47,10.1,FW,Partial,Unfit
1307.8,1.853,3.488,9.526,53.2,1.87,1.3,11.3,MF,Not Completed,Unfit
1682.3,1.624,2.965,9.849,52.8,1.43,1.46,13.7,GK,Completed,Fit
1107.6,1.819,2.767,10.158,48.4,1.99,1.53,10,FW,Partial,Unfit
1599.3,2.222,2.552,9.422,,1.08,1.24,4.6,FW,Partial,Unfit
907.6,1.624,3.093,10.239,59.3,1.81,1.26,4.2,MF,Completed,Unfit
1616.9,1.906,31.12,8.889,57.9,1.73,1.49,6.6,FW,Partial,Unfit
1498.1,1.792,2.749,9.75,46.2,1.36,0.74,11.5,GK,Not Completed,Unfit
1391.6,1.915,3.054,8.614,49.4,1.56,1.42,13.1,MF,Completed,Unfit
1395.4,2.183,2.67,10.198,60.9,1.84,1.35,7.6,DF,Partial,Unfit
1307,1.962,2.287,10.34,44.5,1.44,1.45,11.3,DF,Not Completed,Unfit
1186.3,1.904,3.329,9.588,58.4,1.35,1.24,8.9,DF,Partial,Unfit
936.1,1.818,2.585,,60.9,1.47,1.44,9.5,GK,Completed,Unfit
1423.9,1.851,3.374,8.434,54.9,1.96,1.8,9.4,GK,Completed,Unfit
1332.5,1.919,,9.305,35.4,1.3,1.46,4.9,GK,Partial,Unfit
1317.7,1.733,3.232,10.835,63.5,1.94,1.49,7.6,FW,Not Completed,Unfit
1455.1,1.758,3.115,9.749,48.1,1.77,1.37,11.2,GK,Partial,Unfit
1237.3,1.916,3.343,8.789,63.3,1.54,1.08,14,GK,Completed,Unfit
1131.6,1.835,3.054,10.768,53.5,1.86,1.42,12.6,GK,Not Completed,Unfit
1335.1,1.914,3.001,11.024,48.7,12,1.51,19,FW,Not Completed,Unfit
1187.9,1.788,30.31,9.793,62.4,1.83,1.76,7,DF,Not Completed,Fit
1109.7,2.029,2.815,10.483,59.6,1.9,1.07,9.7,DF,Completed,Unfit
1386,1.851,2.788,10.19,65.4,1.39,19.8,10.1,FW,Not Completed,Fit
1339.6,1.97,2.881,9.061,48.8,1.7,1.54,8.2,GK,Partial,Unfit
1667.4,1.843,2.731,8.968,46.2,1.8,1.58,9.8,GK,Completed,Unfit
1381.6,1.777,3.014,9.841,38,1.86,1.01,137,GK,Completed,Unfit
1301.2,1.839,2.539,9.851,54.7,1.62,1.09,10.2,GK,Partial,Unfit
1515,1.959,2.607,9.86,66.6,1.88,1.58,11.6,FW,Partial,Fit
1055.3,1.759,2.795,9.104,45.8,1.35,1.27,5.1,FW,Not Completed,Unfit
1443,1.62,2.385,9.741,72.4,2.07,0.95,8.9,MF,Completed,Unfit
1286.8,1.797,2.981,10.115,46.3,1.79,1.45,9.7,GK,Not Completed,Unfit
1006.1,1.93,2.904,10.133,56.1,1.94,1.38,5,DF,Completed,Fit
1459.6,1.836,,9.495,53.7,1.34,1.25,12.3,GK,Completed,Unfit
1368.9,1.75,3.14,9.031,68,1.65,1.43,8.2,MF,Completed,Unfit
1120.2,1.782,3.489,9.894,53.4,1.82,1.29,10.3,FW,Completed,Unfit
1571.9,,2.934,10.691,67.3,1.79,1.44,6.8,MF,Not Completed,Unfit
1167.4,1.915,3.009,10.199,61.7,1.77,1.22,11.8,GK,Completed,Fit
995.5,2.032,2.892,9.387,61.8,2.43,1.48,9.4,GK,Partial,Unfit
1067.7,1.932,3.049,9.227,38.1,1.57,1.73,4.5,FW,Partial,Unfit
1056.7,1.98,2.83,9.536,53.8,1.54,1.39,10.8,FW,Not Completed,Fit
953.2,1.75,2.822,8.687,37.7,1.8,1.25,8.5,DF,Partial,Unfit
1658.4,1.856,2.669,11.037,65.2,1.95,1.39,9.8,FW,Not Completed,Unfit
1294.2,1.769,3.223,9.708,61.5,1.96,1.42,13.1,FW,Partial,Unfit
1121.9,1.803,2.598,9.732,,1.93,1.28,9.8,MF,Not Completed,Fit
1759.4,1.555,2.859,8.939,53.9,1.64,0.72,12,GK,Completed,Unfit
1535.3,1.626,2.953,9.404,48,1.45,1.42,8.2,GK,Not Completed,Unfit
750.9,2.008,3.059,9.991,42.6,1.6,1.48,9.3,DF,Partial,Unfit
1320.6,1.676,3.009,9.574,53.7,1.9,1.68,5.4,DF,Completed,Fit
1335.8,,2.478,8.706,56.6,1.35,1.27,9.6,FW,Not Completed,Fit
1465.8,1.9,3.457,10.683,52.7,1.6,1.72,10.7,FW,Not Completed,Unfit
1675.3,1.899,2.757,9.517,45.5,1.51,1.66,7.7,FW,Not Completed,Unfit
1483.4,1.876,2.902,9.546,54.8,1.91,1.46,10.9,FW,Not Completed,Fit
1326.7,1.962,,9.746,63.3,1.92,1.6,10.4,MF,Not Completed,Fit
1537,1.729,2.2,11.272,61.6,1.77,1.44,12.4,MF,Partial,Unfit
1017.9,1.794,3.04,9.61,47.6,1.66,0.93,9.9,FW,Completed,Unfit
1269.4,1.67,3.231,9.797,56.1,1.84,1.06,4.6,FW,Completed,Unfit
576.2,1.849,2.742,,52.5,1.8,1.36,7.9,GK,Not Completed,Unfit
1610.5,1.715,3.149,9.461,59.6,1.56,1.29,10.6,DF,Not Completed,Unfit
1425,1.9,,10.046,53.6,2.08,1.63,12.6,MF,Not Completed,Fit
973.2,1.683,2.509,10.879,50.5,1.69,1.48,12.6,GK,Not Completed,Unfit
1471.8,1.877,2.708,10.272,63,1.67,1.58,11,DF,Partial,Fit
1564.3,1.503,2.951,10.578,41.2,1.52,1.32,8.3,GK,Not Completed,Unfit
919.2,1.798,2.981,8.522,53.1,1.57,1.3,10.8,MF,Partial,Unfit
1012.2,1.861,2.627,9.412,41.1,1.36,1,9.9,FW,Completed,Unfit
936,1.912,2.935,9.2,54.4,1.75,1.62,6.2,FW,Not Completed,Unfit
1219.6,1.695,2.511,9.284,54.9,1.72,1.13,10.2,MF,Not Completed,Unfit
1526.8,1.849,2.87,9.772,56.1,1.92,1.26,10.4,GK,Completed,Fit
1427.6,21.32,2.99,9.808,48.2,1.46,1.5,18,DF,Not Completed,Unfit
1095.5,1.762,3.162,9.505,48,1.74,1.4,11.2,GK,Completed,Unfit
1411.5,1.979,2.752,9.957,,1.74,1.65,10.6,MF,Partial,Fit
1672.2,1.621,2.792,9.162,40.5,1.89,1.44,11.4,FW,Completed,Unfit
1285.4,1.899,2.577,10.285,52.5,1.64,1.62,11.8,GK,Completed,Fit
1454.3,1.901,2.758,10.189,59.2,2.18,1.77,7.5,MF,Partial,Fit
1161.6,1.952,2.769,9.572,63,1.72,1.41,10.1,GK,Partial,Fit
1584.8,1.71,2.83,95.07,52,1.97,1.74,11.7,FW,Not Completed,Fit
1133.8,2.017,2.976,9.666,52.7,1.64,1.27,10.8,DF,Completed,Unfit
1490.1,1.853,2.83,10.545,62.4,2.1,1.75,6.8,GK,Not Completed,Unfit
1403.4,1.741,2.889,98.02,29.8,1.83,1.88,4.4,GK,Partial,Unfit
1399.7,1.862,2.795,9.584,51.8,1.2,1.66,8.5,FW,Not Completed,Unfit
1056.8,2.02,2.961,9.142,57.5,1.31,1.51,13.6,GK,Partial,Unfit
1191.9,2.001,3.505,9.398,61.3,1.89,1.05,7,MF,Not Completed,Unfit
880.6,1.728,2.632,10.009,58.2,1.98,1.32,12.4,DF,Partial,Unfit
1560.9,1.838,3.216,9.04,53.1,1.8,1.48,8.9,FW,Completed,Unfit
1493.4,1.96,3.274,8.528,60.1,1.75,1.46,9.8,FW,Completed,Unfit
1022.2,1.804,2.801,10.316,66.7,1.61,1.27,14,FW,Completed,Fit
1061.7,1.984,3.03,9.511,49.1,2.07,1.42,8.6,DF,Partial,Unfit
1570.5,1.638,2.913,10.229,71.8,2,1.55,8.7,FW,Partial,Fit
1227.7,1.873,2.498,10.275,41.4,1.08,1.33,12.6,MF,Completed,Unfit
1882.4,1.698,3.245,9.542,55.2,1.65,1.71,8.6,FW,Not Completed,Unfit
1096.7,1.719,2.528,9.923,40.4,2.23,0.87,12.9,FW,Partial,Unfit
1221.5,2.03,2.824,8.721,52.5,2.18,1.61,5.9,FW,Not Completed,Unfit
1282.8,1.88,3.055,10.449,66.8,1.46,1.22,8.5,GK,Completed,Fit
1591.7,1.976,2.937,8.766,38.8,1.76,1.76,11.3,GK,Partial,Unfit
988.9,1.446,2.986,9.651,38.2,1.8,1.44,9.8,MF,Not Completed,Unfit
1594.2,1.747,2.441,9.403,64.6,2.01,1.66,5.5,MF,Completed,Fit
1778.5,2.021,2.904,9.929,68.5,1.52,1.35,10.7,FW,Partial,Unfit
1518,1.829,2.713,10.967,53.2,1.41,1.5,4.1,DF,Not Completed,Unfit
1263.3,1.826,2.907,10.156,59.8,1.33,1.63,10.3,DF,Completed,Fit
1685.5,1.747,2.494,8.95,47.2,1.07,1.32,9.9,DF,Completed,Unfit
1737.9,2.098,2.762,8.766,48.6,1.65,1.74,14.1,DF,Completed,Unfit
1452,1.786,2.936,9.548,66,1.5,1.72,6.6,MF,Partial,Fit
701.4,1.801,2.904,10.278,57.1,1.7,1.85,7.8,MF,Completed,Unfit
1320.7,1.697,3.288,9.381,45.8,1.94,1.37,10.4,DF,Completed,Unfit
1014.8,2.039,2.52,9.324,47.6,1.16,1.46,9.3,FW,Partial,Unfit
1407.6,2.084,2.847,9.97,62.7,1.92,1.41,10.6,GK,Partial,Unfit
1284.4,1.816,2.865,11.372,39.8,1.87,1.32,11.9,FW,Not Completed,Unfit
1359.6,1.811,3.277,9.516,45.7,1.31,1.45,4,FW,Partial,Unfit
1226.3,1.901,2.926,103.62,52.3,1.48,1.23,13.4,DF,Completed,Fit
1307.7,1.902,3.202,8.132,51.2,1.57,14.2,9.2,GK,Not Completed,Unfit
1431.3,2.014,2.542,10.239,59.7,1.58,1.82,10.5,DF,Completed,Unfit
1775.6,1.656,3.292,9.498,31.9,1.54,1.26,11.3,MF,Not Completed,Unfit
1663.3,1.996,3.267,12.316,45.3,1.63,1.65,9,GK,Completed,Unfit
1402.3,1.94,2.947,10.293,57.5,2.02,0.64,10.2,DF,Partial,Unfit
1165.4,1.849,2.841,,47.5,1.3,1.02,11.2,FW,Partial,Unfit
1199.1,1.799,3.067,10.484,65.2,1.11,1.42,9.4,MF,Partial,Unfit
1045.4,1.767,2.81,9.894,43.4,1.64,0.89,7.9,MF,Completed,Unfit
1420.5,1.718,3.027,10.245,52.7,1.71,1.21,8.5,FW,Partial,Fit
1339.8,1.933,3.255,88.45,51.4,2.27,1.85,12.6,FW,Partial,Unfit
701.1,2.086,2.83,9.075,66.9,1.82,1.35,10.2,DF,Completed,Unfit
917.6,1.968,3.287,10.209,55.7,1.91,1.48,10.2,GK,Partial,Unfit
1258.8,1.98,2.716,10.315,57.2,1.34,1.33,8.3,FW,Partial,Fit
1251.9,2.094,3.015,8.592,40.3,2.41,1.63,9.5,FW,Partial,Unfit
1676.7,1.816,2.951,103.22,64.2,1.92,1.17,12.1,FW,Partial,Unfit
814.4,1.461,3.103,9.023,50.4,1.8,1.89,13.4,MF,Partial,Unfit
1599.3,1.887,2.855,9.364,44.6,1.86,1.35,6.2,GK,Completed,Unfit
1578.7,1.983,3.122,9.081,66,1.55,1.24,7.3,GK,Completed,Unfit
1188.9,1.823,2.793,9.735,66.1,1.99,1.34,9.4,MF,Completed,Fit
1329.6,1.841,2.832,8.284,71.3,1.68,1.88,6.8,DF,Partial,Fit
1310.3,2.06,3.005,10.279,52.2,0.85,1.6,6.9,GK,Partial,Unfit
1471.6,1.847,2.708,9.451,51.1,2.07,1.69,10.8,DF,Partial,Fit
1166.1,1.829,2.536,10.089,39.8,1.34,1.63,10,FW,Completed,Unfit
1175.3,1.72,2.796,,64.1,1.19,1.59,14,DF,Completed,Unfit
1073.9,1.986,3.205,10.164,46,1.77,1.22,8.9,GK,Partial,Unfit
1220.9,1.851,2.895,9.035,57,1.93,1.4,12.5,GK,Partial,Fit
1149.2,1.644,3.073,9.856,51.8,1.4,1.79,8.8,FW,Completed,Fit
1333.6,1.88,2.75,8.361,61.3,1.81,1.16,12.7,MF,Partial,Unfit
1653.5,1.608,2.691,8.18,52.3,1.48,1.38,8.8,MF,Not Completed,Fit
1739,2.151,2.922,9.87,45.9,1.77,1.61,6,MF,Partial,Unfit
1467.3,1.989,2.607,9.653,61.3,1.96,0.99,6.9,DF,Not Completed,Unfit
1308.3,1.982,2.649,9.587,64.7,1.67,1.34,14.7,MF,Completed,Fit
1396.9,1.825,2.2,9.434,59.6,1.62,1.61,13.1,GK,Not Completed,Fit
1577.2,1.887,2.792,11.292,59.3,1.19,1.24,9.1,DF,Not Completed,Unfit
1260.5,1.975,3.562,9.297,41.1,1.53,1.51,16.9,FW,Completed,Unfit
1831.4,1.801,3.066,9.27,41.9,1.79,1.86,6.2,MF,Completed,Unfit
1605.7,1.978,2.324,9.058,53.8,1.8,1.25,12.1,FW,Not Completed,Fit
949,1.811,3.102,8.928,43.7,1.89,1.56,8,MF,Partial,Unfit
1489.6,1.881,3.039,10.209,63.5,2.01,1.41,7.5,MF,Partial,Fit
1264.1,1.791,2.738,8.719,45.1,2.3,1.64,4.8,DF,Not Completed,Unfit
,1.863,2.77,8.393,48.2,1.75,1.3,11.8,FW,Not Completed,Unfit
1089.5,1.676,2.959,10.087,59.9,1.62,1.44,8.4,FW,Partial,Fit
1267.3,1.966,2.649,10.3,62.8,1.25,1.53,17.2,DF,Partial,Unfit
1386.8,2.214,2.964,10.002,44.6,1.62,1.59,7.8,GK,Completed,Unfit
1865.5,1.927,2.977,9.31,57.6,1.78,1.51,11.4,FW,Completed,Fit
1552.2,1.451,2.359,9.148,45.4,1.54,1.56,7.1,GK,Not Completed,Unfit
1173.6,1.651,2.991,8.587,63.8,1.84,1.16,8.7,MF,Completed,Unfit
1852.6,1.62,2.977,8.805,51.5,1.65,1.43,9.9,FW,Completed,Fit
1024.8,1.805,2.557,8.74,47.3,1.96,1.3,10.8,MF,Partial,Unfit
1652.7,1.754,2.797,8.797,50.4,2.07,1.1,9.7,DF,Partial,Unfit
1297.2,1.983,3.008,9.392,42.4,1.84,1.72,7.1,MF,Not Completed,Unfit
1498.8,1.728,2.749,9.146,39.2,1.64,1.55,9,FW,Completed,Unfit
1388,2.426,2.887,10.227,41.2,1.54,1.38,4,MF,Completed,Unfit
1107,,,8.665,67.8,1.74,0.99,14.3,GK,Not Completed,Unfit
1547.1,1.738,2.583,8.837,57.2,1.54,1.55,12.6,GK,Not Completed,Fit
